fpr,tpr,threshold,sample_label
0.405363186670138,0.9095975922416676,0.1923076923076923,sensitivity_score_le_5
0.40553675258179295,0.909653327388251,0.1904761904761904,sensitivity_score_le_5
0.4057971014492754,0.9097090625348344,0.1875,sensitivity_score_le_5
0.40666493100755013,0.9101549437075019,0.1818181818181818,sensitivity_score_le_5
0.4067517139633776,0.9101549437075019,0.1785714285714285,sensitivity_score_le_5
0.40701206283086,0.9102664140006688,0.1764705882352941,sensitivity_score_le_5
0.40701206283086,0.9103221491472523,0.1739130434782608,sensitivity_score_le_5
0.40701206283086,0.9103778842938357,0.1714285714285714,sensitivity_score_le_5
0.4117851254013712,0.9117155278118382,0.1666666666666666,sensitivity_score_le_5
0.41195869131302615,0.9117155278118382,0.1578947368421052,sensitivity_score_le_5
0.4127397379154734,0.911826998105005,0.1538461538461538,sensitivity_score_le_5
0.4128265208713009,0.911826998105005,0.15,sensitivity_score_le_5
0.4173392345743296,0.9131089064764241,0.1428571428571428,sensitivity_score_le_5
0.41742601753015707,0.9131089064764241,0.1379310344827586,sensitivity_score_le_5
0.41742601753015707,0.9131646416230075,0.1363636363636363,sensitivity_score_le_5
0.41820706413260433,0.9133318470627578,0.1333333333333333,sensitivity_score_le_5
0.4182938470884318,0.9133875822093412,0.1304347826086956,sensitivity_score_le_5
0.4233272585264254,0.9141678742615094,0.125,sensitivity_score_le_5
0.42341404148225287,0.9141678742615094,0.1176470588235294,sensitivity_score_le_5
0.42341404148225287,0.9142236094080928,0.1153846153846153,sensitivity_score_le_5
0.4261910960687321,0.9148366960205105,0.1111111111111111,sensitivity_score_le_5
0.4262778790245596,0.9148366960205105,0.1071428571428571,sensitivity_score_le_5
0.42679857675952443,0.9148366960205105,0.1052631578947368,sensitivity_score_le_5
0.4268853597153519,0.9148366960205105,0.1034482758620689,sensitivity_score_le_5
0.42940206543434867,0.9153383123397615,0.1,sensitivity_score_le_5
0.4296624143018311,0.9153940474863449,0.0952380952380952,sensitivity_score_le_5
0.4314848563742081,0.9160071340987627,0.0909090909090909,sensitivity_score_le_5
0.4317452052416905,0.9160071340987627,0.0869565217391304,sensitivity_score_le_5
0.431831988197518,0.9160071340987627,0.0857142857142857,sensitivity_score_le_5
0.43382799618154994,0.9163415449782633,0.0833333333333333,sensitivity_score_le_5
0.4351297405189621,0.9167874261509308,0.0769230769230769,sensitivity_score_le_5
0.43521652347478956,0.9167874261509308,0.074074074074074,sensitivity_score_le_5
0.43625791894471927,0.9171775721770148,0.0714285714285714,sensitivity_score_le_5
0.43634470190054675,0.9172333073235983,0.0689655172413793,sensitivity_score_le_5
0.4377332291937863,0.9174005127633486,0.0666666666666666,sensitivity_score_le_5
0.438948190575371,0.9175677182030989,0.0625,sensitivity_score_le_5
0.4396424542219908,0.9176791884962657,0.0588235294117647,sensitivity_score_le_5
0.43972923717781826,0.9176791884962657,0.0571428571428571,sensitivity_score_le_5
0.4406838496919205,0.9177906587894327,0.0555555555555555,sensitivity_score_le_5
0.44077063264774796,0.9178463939360161,0.054054054054054,sensitivity_score_le_5
0.44189881107350515,0.9179578642291829,0.0526315789473684,sensitivity_score_le_5
0.4425062917642975,0.9180693345223498,0.05,sensitivity_score_le_5
0.4425062917642975,0.9181250696689333,0.048780487804878,sensitivity_score_le_5
0.4428534235876074,0.9182922751086835,0.0476190476190476,sensitivity_score_le_5
