sample_label,n_obs,n_firms,n_years,n_actual_increase,n_actual_decrease_or_equal,actual_increase_rate,mean_score,median_score,auc,accuracy_cutoff_0p5,predicted_increase_rate_cutoff_0p5
main_score_le_2_exclude_actual_ties,29222,4494,19,17942,11280,0.6139894599958935,0.6545757318098794,1.0,0.8109699763461619,0.7992266100882897,0.6449592772568613
sensitivity_score_le_5_exclude_actual_ties,29222,4494,19,17942,11280,0.6139894599958935,0.6545757318098794,1.0,0.8109699763461619,0.7992266100882897,0.6449592772568613
sensitivity_score_le_6_exclude_actual_ties,29222,4494,19,17942,11280,0.6139894599958935,0.6545757318098794,1.0,0.8109699763461619,0.7992266100882897,0.6449592772568613
