n_obs,n_firms,n_years,n_actual_increase,n_actual_decrease_or_equal,actual_increase_rate,mean_score,median_score,auc,accuracy_cutoff_0p5,predicted_increase_rate_cutoff_0p5,sample_label,bootstrap_reps,bootstrap_cluster_by_firm,auc_boot_mean,auc_ci_p2_5,auc_ci_p97_5,p_value_auc_le_0p5
29465,4503,19,17942,11523,0.6089258442219583,0.6541420336552227,1.0,0.8079462642762243,0.7961649414559647,0.644357712540302,main_score_le_2,10000,True,0.8079565114806161,0.8023960478063039,0.8134614622801493,0.0
29465,4503,19,17942,11523,0.6089258442219583,0.6541420336552227,1.0,0.8079462642762243,0.7961649414559647,0.644357712540302,sensitivity_score_le_5,10000,True,0.8079565114806161,0.8023960478063039,0.8134614622801493,0.0
29465,4503,19,17942,11523,0.6089258442219583,0.6541420336552227,1.0,0.8079462642762243,0.7961649414559647,0.644357712540302,sensitivity_score_le_6,10000,True,0.8079565114806161,0.8023960478063039,0.8134614622801493,0.0
