our_1518_auc,our_5plus_share_1518,paper_benchmark_auc,target_5plus_share_for_counterfactual,reweighted_pooled_auc_cf,reweighted_pooled_auc_manual_check,sklearn_vs_manual_abs_diff,descriptive_bucket_weighted_avg_auc,note_on_reweighted_auc,note_on_descriptive,n_firmyears_1518
0.7936,0.4389,0.6471,0.25,0.7749,0.7749,1.6653345369377348e-15,0.8027,sklearn sample_weight implements proper pairwise-weighted AUC (not a simple bucket-AUC average). Reduces 5+ analyst share to 25%.,Descriptive within-bucket average for reference only; does NOT properly account for cross-bucket pairs.,6318
